Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All_Star_Games,HoF,FinalValue,HoF_Probability
Bob Bailey,150,15,21,36,0.24,207,1,1953,1958,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Andreas Nodl,183,15,21,36,0.19699999999999998,28,1,2008,2013,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Joakim Andersson,205,15,21,36,0.17600000000000002,48,1,2011,2016,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Logan Shaw,215,15,21,36,0.16699999999999998,35,1,2015,2020,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Kailer Yamamoto,59,14,22,36,0.61,22,1,2017,2021,0,0,0,0,-12.468564712524415,3.8456475403213695e-06
Brandon McMillan,171,14,22,36,0.21100000000000002,60,1,2010,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Wayne Hicks,115,13,23,36,0.313,22,1,1959,1968,0,1,0,0,-12.292043411254884,4.588084233459595e-06
Ed Ronan,182,13,23,36,0.198,101,1,1991,1997,0,1,0,0,-12.996535026550294,2.2681698282470024e-06
Bernie Johnston,57,12,24,36,0.632,16,1,1979,1981,0,0,0,0,-12.49115725708008,3.759739003907355e-06
Johnny Mahaffy,37,11,25,36,0.973,4,1,1942,1945,0,0,0,0,-7.059657299041748,0.0008583350764692101
Bill Benson,67,11,25,36,0.537,35,1,1940,1942,0,0,0,0,-12.776213371276857,2.8272213083440923e-06
Bob McManama,99,11,25,36,0.364,28,1,1973,1976,0,0,0,0,-12.61515399169922,3.321289944507791e-06
David Wilkie,167,10,26,36,0.21600000000000005,165,2,1994,2001,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Darren Rumble,193,10,26,36,0.187,214,2,1990,2004,0,1,0,0,-11.082575523376466,1.5377719202442408e-05
Joe Shack,70,9,27,36,0.514,20,1,1942,1945,0,0,0,0,-12.82699366760254,2.6872388136687066e-06
Cory Murphy,91,9,27,36,0.396,38,2,2007,2010,0,0,0,0,-10.70119496536255,2.251750653381175e-05
Wade Campbell,213,9,27,36,0.16899999999999998,305,2,1982,1988,0,0,0,0,-11.673942768096925,8.512700945505985e-06
Brett Kulak,219,8,28,36,0.16399999999999998,90,2,2014,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Steve Poapst,307,8,28,36,0.11699999999999999,173,2,1995,2006,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jerome Dupont,214,7,29,36,0.168,468,2,1981,1987,0,0,0,0,-11.1366488571167,1.4568288303978398e-05
Bryan Lefley,228,7,29,36,0.158,101,2,1972,1978,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Brett Harkins,78,6,30,36,0.462,22,1,1994,2002,0,0,0,0,-12.689295494079591,3.083952273084053e-06
Jim ONeil,156,6,30,36,0.231,109,1,1933,1942,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Brian Lee,209,5,31,36,0.172,124,2,2007,2014,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Mike Lundin,252,4,32,36,0.14300000000000002,54,2,2007,2013,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Lonny Bohonos,83,19,16,35,0.42200000000000004,22,1,1995,1999,0,0,0,0,-11.445495330810548,1.0697440739725463e-05
Mathieu Joseph,110,19,16,35,0.318,42,1,2018,2021,0,1,0,0,-12.292043411254884,4.588084233459595e-06
Herb Dickenson,48,18,17,35,0.7290000000000001,10,1,1951,1953,0,0,0,0,-10.82372971725464,1.992073043246817e-05
Don ODonoghue,125,18,17,35,0.28,35,1,1969,1972,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Michael Holmqvist,156,18,17,35,0.22399999999999998,72,1,2003,2007,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Matt Frattin,135,17,18,35,0.259,44,1,2010,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
John Kordic,244,17,18,35,0.14300000000000002,997,1,1985,1992,0,1,0,0,-12.35943766784668,4.289064316221767e-06
Max McNab,128,16,19,35,0.273,24,1,1947,1951,0,1,0,0,-12.996535026550294,2.2681698282470024e-06
Jeff Parker,141,16,19,35,0.248,163,1,1986,1991,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Steve Gatzos,89,15,20,35,0.39299999999999996,83,1,1981,1985,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Jack Shill,160,15,20,35,0.21899999999999997,70,1,1933,1939,0,1,0,0,-12.996535026550294,2.2681698282470024e-06
Ken McRae,137,14,21,35,0.255,364,1,1987,1994,0,0,0,0,-13.084081375122071,2.078044079250639e-06
Gordon Sherven,97,13,22,35,0.361,33,1,1983,1988,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Gary Sampson,105,13,22,35,0.33299999999999996,25,1,1983,1987,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Sam Steel,92,12,23,35,0.38,30,1,2018,2021,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Krys Barch,381,12,23,35,0.092,812,1,2006,2014,0,0,0,0,-12.073783599853517,5.707158424988959e-06
Craig MacDonald,233,11,24,35,0.15,91,1,1998,2009,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Paul Postma,205,10,25,35,0.171,51,2,2010,2018,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Anton Lander,215,10,25,35,0.163,56,1,2011,2017,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Rory Fitzpatrick,287,10,25,35,0.122,201,2,1995,2008,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Stew Adams,95,9,26,35,0.368,60,1,1929,1933,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Jan Rutta,130,9,26,35,0.26899999999999996,60,2,2017,2021,0,1,0,0,-11.082575523376466,1.5377719202442408e-05
Kyle Cumiskey,139,9,26,35,0.252,48,2,2006,2015,0,1,0,0,-11.082575523376466,1.5377719202442408e-05
Per Gustafsson,89,8,27,35,0.39299999999999996,38,2,1996,1998,0,0,0,0,-10.70119496536255,2.251750653381175e-05
Sean Walker,112,8,27,35,0.313,36,2,2018,2021,0,0,0,0,-11.020841800689698,1.6356942095051816e-05
Taylor Fedun,127,8,27,35,0.276,44,2,2013,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Marc Chorney,210,8,27,35,0.16699999999999998,209,2,1980,1984,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jean Gauthier,166,6,29,35,0.21100000000000002,150,2,1960,1970,0,1,0,0,-11.082575523376466,1.5377719202442408e-05
Sami Lepisto,176,6,29,35,0.19899999999999998,137,2,2007,2012,0,0,0,0,-11.725332462310792,8.08628979216977e-06
David Fenyves,206,3,32,35,0.17,119,2,1982,1991,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Denis Guryanov,87,22,12,34,0.391,15,1,2016,2021,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Bill Shill,79,21,13,34,0.43,18,1,1942,1947,0,0,0,0,-11.445495330810548,1.0697440739725463e-05
Bert McInenly,166,19,15,34,0.205,144,2,1930,1936,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Art Duncan,156,18,16,34,0.218,225,2,1926,1931,0,0,0,0,-11.73078366470337,8.042330069942468e-06
Bill Huard,223,16,18,34,0.152,594,1,1992,2000,0,0,0,0,-12.110126697540284,5.5034675484877185e-06
Chris Murray,242,16,18,34,0.14,550,1,1994,2000,0,0,0,0,-12.931229316711427,2.42123761357825e-06
Alexander Perezhogin,128,15,19,34,0.266,86,1,2005,2007,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Chris Porter,234,15,19,34,0.145,39,1,2008,2016,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Chris Dingman,385,15,19,34,0.08800000000000001,769,1,1997,2006,0,2,0,0,-10.093694412231446,4.1337695480332925e-05
Frank Spring,61,14,20,34,0.557,12,1,1969,1977,0,0,0,0,-12.623340332031251,3.294211810878995e-06
Anders Bjork,112,14,20,34,0.304,20,1,2017,2021,0,0,0,0,-12.934800827026368,2.41260558319777e-06
Jarrod Skalde,115,13,21,34,0.29600000000000004,62,1,1990,2002,0,0,0,0,-12.934800827026368,2.41260558319777e-06
Steven Kampfer,211,13,21,34,0.161,106,2,2010,2020,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Pascal Trepanier,229,12,22,34,0.14800000000000002,252,2,1997,2003,0,0,0,0,-11.73078366470337,8.042330069942468e-06
Vladimir Krutov,61,11,23,34,0.557,20,1,1989,1990,0,0,0,0,-12.623340332031251,3.294211810878995e-06
Ossie Asmundson,111,11,23,34,0.306,30,1,1932,1938,0,1,0,0,-12.292043411254884,4.588084233459595e-06
Paul Guay,117,11,23,34,0.29100000000000004,92,1,1983,1991,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bill Root,247,11,23,34,0.138,180,2,1982,1988,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jim Montgomery,122,9,25,34,0.27899999999999997,80,1,1993,2003,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jari Gronstrand,185,8,26,34,0.184,135,2,1986,1991,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Lars-Erik Sjoberg,79,7,27,34,0.43,48,2,1979,1980,0,0,0,0,-9.531536781311036,7.252281856764147e-05
Scott Harrington,191,6,28,34,0.17800000000000002,65,2,2014,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jim Paek,217,5,29,34,0.157,155,2,1990,1995,0,2,0,0,-10.212672912597657,3.670088773767297e-05
Dave Logan,218,5,29,34,0.156,470,2,1975,1981,0,0,0,0,-11.1366488571167,1.4568288303978398e-05
Martin Marincin,227,5,29,34,0.15,110,2,2013,2020,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Brad Ference,250,4,30,34,0.136,565,2,1999,2007,0,0,0,0,-10.33814212036133,3.2373366518261104e-05
Mark Fistric,325,4,30,34,0.105,284,2,2007,2015,0,0,0,0,-11.673942768096925,8.512700945505985e-06
George Carey,72,21,12,33,0.45799999999999996,20,1,1919,1924,0,0,0,0,-12.689295494079591,3.083952273084053e-06
Earl Miller,109,19,14,33,0.303,124,1,1927,1932,0,1,0,0,-12.292043411254884,4.588084233459595e-06
Austin Wagner,130,18,15,33,0.254,55,1,2018,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Dustin Jeffrey,131,18,15,33,0.252,12,1,2008,2016,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Greg McKegg,185,18,15,33,0.17800000000000002,57,1,2013,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bob Barlow,77,16,17,33,0.429,10,1,1969,1971,0,0,0,0,-11.445495330810548,1.0697440739725463e-05
Paul Marshall,95,15,18,33,0.34700000000000003,17,1,1979,1983,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Stephen Johns,167,15,18,33,0.198,93,2,2015,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Drayson Bowman,180,15,18,33,0.183,53,1,2009,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Darryl Maggs,135,14,19,33,0.244,54,2,1971,1980,0,0,0,0,-11.725332462310792,8.08628979216977e-06
John Gallagher,205,14,19,33,0.161,153,2,1930,1939,0,1,0,0,-11.082575523376466,1.5377719202442408e-05
Scott Levins,124,13,20,33,0.266,316,1,1992,1998,0,0,0,0,-13.587901794433595,1.255592418649582e-06
Jiri Dopita,73,12,21,33,0.452,19,1,2001,2003,0,0,0,0,-12.689295494079591,3.083952273084053e-06
Jake Dowell,157,11,22,33,0.21,133,1,2007,2014,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Barry Melrose,300,10,23,33,0.11,728,2,1979,1986,0,0,0,0,-9.685882293701173,6.21509504935969e-05
Nikita Nesterov,135,9,24,33,0.244,81,2,2014,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Ilya Byakin,57,8,25,33,0.579,44,2,1993,1995,0,0,0,0,-10.70938178253174,2.2333916476424506e-05
Peter Scamurra,132,8,25,33,0.25,59,2,1975,1980,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Wade Belak,549,8,25,33,0.06,1263,1,1996,2011,0,0,0,0,-12.872791969299318,2.566943834215053e-06
Anders Carlsson,104,7,26,33,0.317,34,1,1986,1989,0,0,0,0,-12.934800827026368,2.41260558319777e-06
Alexei Semyonov,211,7,26,33,0.156,249,2,2002,2009,0,0,0,0,-11.73078366470337,8.042330069942468e-06
Benny Woit,334,7,26,33,0.099,170,2,1950,1957,0,3,1,0,-9.77277585220337,5.697871205890587e-05
Kurt Sauer,356,5,28,33,0.09300000000000001,250,2,2002,2012,0,0,0,0,-11.73078366470337,8.042330069942468e-06
Justin Falk,279,3,30,33,0.11800000000000001,219,2,2009,2019,0,0,0,0,-11.73078366470337,8.042330069942468e-06
Par Djoos,82,2,31,33,0.402,58,2,1990,1993,0,0,0,0,-10.70119496536255,2.251750653381175e-05
Pete Bellefeuille,92,26,6,32,0.348,58,1,1925,1930,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Duke McCurry,148,21,11,32,0.21600000000000005,119,1,1925,1929,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Ozzie Aubuchon,50,20,12,32,0.64,4,1,1942,1944,0,0,0,0,-12.49115725708008,3.759739003907355e-06
George Johnston,58,20,12,32,0.552,2,1,1941,1947,0,0,0,0,-12.776213371276857,2.8272213083440923e-06
Harry Meeking,64,19,13,32,0.5,68,1,1917,1927,0,2,0,0,-11.076182090759279,1.547634904806041e-05
Steve McKenna,373,18,14,32,0.086,824,2,1996,2004,0,0,0,0,-10.226696693420411,3.618981313342508e-05
Joe Matte,68,17,15,32,0.47100000000000003,54,1,1919,1926,0,0,0,0,-12.689295494079591,3.083952273084053e-06
James Jarvis,112,17,15,32,0.28600000000000003,62,1,1929,1937,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Robert Cimetta,103,16,16,32,0.311,66,1,1988,1992,0,0,0,0,-12.934800827026368,2.41260558319777e-06
Jean-Marc Lanthier,105,16,16,32,0.305,29,1,1983,1988,0,0,0,0,-12.934800827026368,2.41260558319777e-06
Alex Faulkner,101,15,17,32,0.317,15,1,1961,1964,0,0,0,0,-12.934800827026368,2.41260558319777e-06
Adam Erne,172,15,17,32,0.18600000000000005,90,1,2016,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jim Hamilton,95,14,18,32,0.337,28,1,1977,1985,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Cliff Schmautz,56,13,19,32,0.5710000000000001,33,1,1970,1971,0,0,0,0,-12.623340332031251,3.294211810878995e-06
Alexander Nylander,84,13,19,32,0.381,14,1,2016,2021,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Dan Sexton,88,13,19,32,0.364,20,1,2009,2011,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Murray Costello,162,13,19,32,0.198,54,1,1953,1957,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Mathias Tjarnqvist,173,13,19,32,0.185,60,1,2003,2008,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Robert Fitchner,78,12,20,32,0.41,59,1,1979,1981,0,0,0,0,-11.781922065734864,7.641400140111622e-06
Vitali Karamnov,92,12,20,32,0.348,65,1,1992,1995,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Ryan Graves,100,12,20,32,0.32,49,2,2018,2021,0,0,0,0,-11.020841800689698,1.6356942095051816e-05
Radovan Somik,113,12,20,32,0.28300000000000003,27,1,2002,2004,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jamie Wright,124,12,20,32,0.258,54,1,1997,2003,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Gerry Minor,140,11,21,32,0.22899999999999998,173,1,1979,1984,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Chris Taylor,149,11,21,32,0.215,48,1,1994,2004,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Micheal Haley,270,11,21,32,0.11900000000000001,687,1,2009,2021,0,0,0,0,-11.650423252105714,8.71528682898078e-06
Jack Riley,104,10,22,32,0.308,8,1,1932,1936,0,0,0,0,-12.934800827026368,2.41260558319777e-06
Wyatt Smith,211,10,22,32,0.152,65,1,1999,2008,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Josh Langfeld,143,9,23,32,0.22399999999999998,60,1,2001,2008,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Joe Morrow,162,9,23,32,0.198,62,2,2014,2019,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Linus Omark,79,8,24,32,0.405,40,1,2010,2014,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Leif Rohlin,96,8,24,32,0.33299999999999996,40,2,1995,1997,0,0,0,0,-10.70119496536255,2.251750653381175e-05
Ville Koistinen,103,8,24,32,0.311,40,2,2007,2010,0,0,0,0,-11.020841800689698,1.6356942095051816e-05
Corey Potter,130,8,24,32,0.24600000000000002,53,2,2008,2016,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Bill Baker,143,7,25,32,0.22399999999999998,175,2,1980,1983,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Jon Rohloff,150,7,25,32,0.213,129,2,1994,1997,0,0,0,0,-11.725332462310792,8.08628979216977e-06
John Hanna,198,6,26,32,0.162,206,2,1958,1968,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Rick Wilson,239,6,26,32,0.134,165,2,1973,1977,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Brad Berry,241,4,28,32,0.133,323,2,1985,1994,0,0,0,0,-11.114719116210939,1.48912910733995e-05
Daniel Sprong,100,19,12,31,0.31,10,1,2015,2021,0,0,0,0,-12.934800827026368,2.41260558319777e-06
Denis Hamel,192,19,12,31,0.161,77,1,1999,2007,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Norm Aubin,69,18,13,31,0.449,30,1,1981,1983,0,0,0,0,-12.689295494079591,3.083952273084053e-06
Mats Hallin,152,17,14,31,0.204,193,1,1982,1987,0,1,0,0,-12.996535026550294,2.2681698282470024e-06
Scott Fraser,71,16,15,31,0.4370000000000001,24,1,1995,1999,0,0,0,0,-12.689295494079591,3.083952273084053e-06
Jack Stoddard,80,16,15,31,0.38799999999999996,31,1,1951,1953,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Dave Chyzowski,126,15,16,31,0.24600000000000002,144,1,1989,1997,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Bill Summerhill,72,14,17,31,0.431,70,1,1937,1942,0,0,0,0,-11.445495330810548,1.0697440739725463e-05
Kevin OShea,133,13,18,31,0.233,85,1,1970,1973,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jimmy Jones,148,13,18,31,0.209,68,1,1977,1980,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Frederik Gauthier,168,13,18,31,0.185,45,1,2015,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jorgen Jonsson,79,12,19,31,0.392,16,1,1999,2000,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Claude Boivin,132,12,19,31,0.235,364,1,1991,1995,0,0,0,0,-13.084081375122071,2.078044079250639e-06
Gerry Odrowski,309,12,19,31,0.1,111,2,1960,1972,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Steve Black,113,11,20,31,0.27399999999999997,77,1,1949,1951,0,1,1,0,-12.937156402587892,2.4069292103125006e-06
Jan Vopat,126,11,20,31,0.24600000000000002,70,2,1995,2000,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Joseph Blandisi,101,10,21,31,0.307,78,1,2015,2020,0,0,0,0,-12.934800827026368,2.41260558319777e-06
Brent Meeke,75,9,22,31,0.413,8,1,1972,1977,0,0,0,0,-11.781922065734864,7.641400140111622e-06
Neil Brady,89,9,22,31,0.348,95,1,1989,1994,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Cam Connor,89,9,22,31,0.348,256,1,1978,1983,0,1,0,0,-11.977846824645997,6.281805577473928e-06
Petr Buzek,157,9,22,31,0.19699999999999998,94,2,1997,2003,0,0,1,0,-11.665954315185548,8.580976015631463e-06
Travis Boyd,85,8,23,31,0.365,10,1,2017,2020,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Kevin Dallman,154,8,23,31,0.201,45,2,2005,2008,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Ivan Majesky,202,8,23,31,0.153,234,2,2002,2006,0,0,0,0,-11.73078366470337,8.042330069942468e-06
Chris Luongo,218,8,23,31,0.142,176,2,1990,1996,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Aut Erickson,226,7,24,31,0.13699999999999998,182,2,1959,1970,0,1,0,0,-11.082575523376466,1.5377719202442408e-05
Jimmy Orlando,199,6,25,31,0.156,375,2,1936,1943,0,1,0,0,-10.527365409851075,2.6792402415110078e-05
Rudy Poeschek,364,6,25,31,0.085,817,2,1987,2000,0,0,0,0,-10.226696693420411,3.618981313342508e-05
Murray Patrick,166,5,26,31,0.187,133,2,1937,1946,0,1,0,0,-11.082575523376466,1.5377719202442408e-05
Paul Terbenche,189,5,26,31,0.16399999999999998,28,2,1967,1974,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Victor Mete,171,4,27,31,0.18100000000000002,30,2,2017,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Francis Bathe,224,3,28,31,0.138,542,2,1974,1984,0,0,0,0,-10.966688835144044,1.7267125878874184e-05
Marty Howe,197,2,29,31,0.157,99,2,1979,1985,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Vitali Prokhorov,83,19,11,30,0.361,35,1,1992,1995,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Mark Hartigan,102,19,11,30,0.294,58,1,2001,2008,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Alex McKinnon,193,19,11,30,0.155,237,1,1924,1929,0,0,0,0,-13.644741737365724,1.1862150813955514e-06
Bob Dill,76,15,15,30,0.395,135,2,1943,1945,0,0,0,0,-10.70119496536255,2.251750653381175e-05
Dave Roche,171,15,15,30,0.175,334,1,1995,2002,0,0,0,0,-13.028679573059083,2.196420057748477e-06
Ramzi Abid,68,14,16,30,0.441,78,1,2002,2007,0,0,0,0,-12.689295494079591,3.083952273084053e-06
Scott Parse,73,14,16,30,0.41100000000000003,36,1,2009,2012,0,0,0,0,-11.781922065734864,7.641400140111622e-06
Nick Paul,116,14,16,30,0.259,34,1,2015,2021,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Marian Cisar,73,13,17,30,0.41100000000000003,57,1,1999,2002,0,0,0,0,-11.781922065734864,7.641400140111622e-06
Ty Rattie,98,13,17,30,0.306,12,1,2013,2019,0,0,0,0,-12.934800827026368,2.41260558319777e-06
Brad Malone,199,13,17,30,0.151,198,1,2011,2019,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Nick Tarnasky,245,13,17,30,0.122,297,1,2005,2010,0,0,0,0,-13.587901794433595,1.255592418649582e-06
Zach Boychuk,127,12,18,30,0.23600000000000002,16,1,2008,2015,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Zenon Konopka,346,12,18,30,0.087,1082,1,2005,2014,0,0,0,0,-12.763239585876466,2.864139935151653e-06
Mattias Tedenby,120,10,20,30,0.25,42,1,2010,2014,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Jimmy Mann,293,10,20,30,0.102,895,1,1979,1988,0,0,0,0,-11.873187744140626,6.974884991616322e-06
Cam Russell,396,9,21,30,0.076,872,2,1989,1999,0,0,0,0,-10.026101314544679,4.4228307007707726e-05
Kenny Agostino,85,8,22,30,0.353,40,1,2013,2019,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Dan Kesa,139,8,22,30,0.21600000000000005,66,1,1993,2000,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
Slater Koekkoek,155,8,22,30,0.19399999999999998,88,2,2014,2021,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Dwight Schofield,211,8,22,30,0.142,631,2,1976,1988,0,0,0,0,-10.145585739135743,3.9247414546960594e-05
Jamie Allison,372,7,23,30,0.081,639,2,1994,2006,0,0,0,0,-10.145585739135743,3.9247414546960594e-05
Karel Pilar,90,6,24,30,0.33299999999999996,42,2,2001,2004,0,0,0,0,-10.70119496536255,2.251750653381175e-05
Chris McAlpine,289,6,24,30,0.10400000000000001,245,2,1994,2003,0,1,0,0,-11.088025772094728,1.529413607123897e-05
Sergei Bautin,132,5,25,30,0.22699999999999998,176,2,1992,1996,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Drew Bannister,164,5,25,30,0.183,161,2,1995,2002,0,0,0,0,-11.725332462310792,8.08628979216977e-06
Gilles Lupien,226,5,25,30,0.133,416,2,1977,1982,0,2,0,0,-9.556112014770509,7.076239944144769e-05
Matt Walker,314,4,26,30,0.096,464,2,2002,2013,0,0,0,0,-11.1366488571167,1.4568288303978398e-05
Thomas McCarthy,35,22,7,29,0.8290000000000001,10,1,1919,1921,0,0,0,0,-10.342466556549073,3.223367673065241e-05
Russell Oatman,120,20,9,29,0.242,100,1,1926,1929,0,0,0,0,-13.639291488647462,1.1926978913270173e-06
John McCreedy,64,17,12,29,0.45299999999999996,25,1,1941,1945,0,2,0,0,-10.938484394073487,1.7761059683954805e-05
Fred Hunt,59,15,14,29,0.4920000000000001,6,1,1940,1945,0,0,0,0,-12.82699366760254,2.6872388136687066e-06
Bill MacKenzie,264,15,14,29,0.11,145,2,1932,1940,0,1,0,0,-11.082575523376466,1.5377719202442408e-05
Jody Gage,68,14,15,29,0.426,26,1,1980,1992,0,0,0,0,-11.445495330810548,1.0697440739725463e-05
Valeri Karpov,76,14,15,29,0.382,32,1,1994,1997,0,0,0,0,-12.61515399169922,3.321289944507791e-06
Steve Washburn,93,14,15,29,0.312,42,1,1995,2001,0,0,0,0,-12.934800827026368,2.41260558319777e-06
Larry Hopkins,60,13,16,29,0.483,26,1,1977,1983,0,0,0,0,-12.82699366760254,2.6872388136687066e-06
